CountyId,State_x,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,ConstCarpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,FIPS,State_y
48231,Texas,Hunt County,90322,44432,45890,15.3,72.9,7.8,0.8,1.2,0,65205,49319,2246,23942,706,18.8,26.2,31.7,17.3,24.3,12.7,14.1,81.1,12,0,2.1,1.2,3.6,30.8,38753,79.8,13.9,6.2,0.1,6.5,48231,TX
48233,Texas,Hutchinson County,21704,10838,10866,22.5,71.3,2,1.3,0.6,0.3,15528,50035,4099,25154,1481,16.4,23.6,22,17,25,18.9,17.1,85.3,11.6,0,1,0.6,1.5,18.3,9149,81.2,12.9,5.8,0.1,5.2,48233,TX
48235,Texas,Irion County,1592,853,739,22.9,72.4,3.2,0,0,0,1216,63021,10537,32307,4502,13.5,16.3,37.2,9.6,21,13.2,18.9,80.7,3,1,1.4,0,13.9,22.3,718,69.4,16,13.8,0.8,6.9,48235,TX
48237,Texas,Jack County,8839,4973,3866,16.3,77.9,4.5,0.4,0.1,0,6485,52829,5647,25553,2356,18.2,27.8,24.9,13,24,19.6,18.4,85.6,8,0,1,0.6,4.8,26.5,3160,76.1,13.8,9.5,0.6,3.6,48237,TX
48239,Texas,Jackson County,14756,7214,7542,32.3,59.4,7.1,0,0.3,0.1,10103,58504,5746,26809,1678,13.7,17.9,26.6,15.3,19.8,19.1,19.2,81.1,10.8,1.8,1.5,0.6,4.2,25.7,6760,76.2,15.1,7.9,0.8,4.7,48239,TX
48241,Texas,Jasper County,35444,17420,18024,6.5,74.7,16.7,0.1,0.5,0,26438,41960,4187,21402,1245,16.8,22.3,23.7,18.8,24.7,16.6,16.2,80.5,11.7,0.2,0.3,5.5,1.9,29.9,12541,80.2,14.1,5.8,0,10.3,48241,TX
48243,Texas,Jeff Davis County,2236,1070,1166,36.2,60.9,0.7,0.1,1.5,0,1542,46534,10024,25167,3334,6.7,0,32.1,22.3,14.1,21,10.6,64.3,19.4,0,5.2,0,11.1,18.5,911,54.8,29.6,15.6,0,5.1,48243,TX
48245,Texas,Jefferson County,254574,130404,124170,19.5,41.7,33.7,0.2,3.6,0,175785,46315,1252,25370,616,19.4,29.2,28.9,19.6,23.2,13.4,14.9,89.5,6.8,0.5,0.7,0.9,1.6,19.7,105319,83,13,3.9,0.1,6.5,48245,TX
48247,Texas,Jim Hogg County,5262,2623,2639,93.8,5.9,0,0,0,0,3499,31403,4984,17761,2786,26,35.9,26.4,24.1,13.1,13.7,22.7,77.3,21,1.2,0.5,0,0,33,1646,62,30.4,7.7,0,17,48247,TX
48249,Texas,Jim Wells County,41318,20134,21184,80.2,18.3,0.5,0.1,0.6,0.1,28280,41103,3613,20631,1578,23,32.4,28.6,18.8,20.3,17.1,15.2,83.8,9.6,0,2.6,1,3.2,28.6,16282,78.5,13.1,8.4,0,5.3,48249,TX
48251,Texas,Johnson County,160173,79887,80286,20.3,73.6,2.8,0.4,0.8,0.4,113111,60458,1793,26574,672,11,14.6,30.6,14.1,22.2,11.7,21.5,85.5,8.5,0.1,1.2,0.9,3.7,30.3,72273,82.4,10.8,6.7,0.2,4.9,48251,TX
48253,Texas,Jones County,19969,12658,7311,27.2,54.8,14.5,0.1,0.3,0,15944,48601,5941,17960,1698,15.9,19.9,31.9,24,19.5,10.5,14.1,76.9,16.6,0,2.7,1,2.8,20.2,5057,65.5,23.2,11.1,0.3,4.2,48253,TX
48255,Texas,Karnes County,15051,8960,6091,52.9,37.8,8.7,0.1,0.1,0,11095,53051,5261,27011,2534,19.3,32.1,27.4,20.2,22.8,16.5,13,82.6,12.2,0.1,0.9,0.8,3.5,21.7,5433,70.1,21.8,7.7,0.5,4.1,48255,TX
48257,Texas,Kaufman County,114852,56347,58505,19.9,66.6,10.4,0.4,1.1,0.1,77303,63926,2146,26631,722,12.4,16.4,33.4,15.2,25.9,11.6,13.9,83,11,0.3,0.5,1.5,3.6,34.7,53146,77.5,16.5,5.8,0.2,6.5,48257,TX
48259,Texas,Kendall County,40306,19568,20738,23,73.6,0.7,0,0.7,0.1,29350,81023,5739,39517,2548,5.7,7.7,44.8,16.5,22.6,9.1,7,79.1,9.7,0.1,2.3,1.2,7.6,31.2,18640,75.8,13.6,10.7,0,4.4,48259,TX
48261,Texas,Kenedy County,564,280,284,88.5,11.3,0,0,0.2,0,296,24800,15011,13705,4641,24.8,29.9,19.1,28.4,24,28.4,0,97.2,0,0,2.8,0,0,16.3,183,66.1,33.9,0,0,0,48261,TX
48263,Texas,Kent County,680,311,369,21.6,77.1,0.7,0.6,0,0,527,52250,12784,27515,5559,17.9,42,40.1,16.1,21.7,13.5,8.6,72.3,9.3,0,15,1.7,1.7,7.7,304,51.3,39.5,8.2,1,1.6,48263,TX
48265,Texas,Kerr County,50761,24563,26198,26.1,69.9,1.4,0.2,1,0,38666,48698,2928,28484,1842,13.8,23.3,30.3,24.1,23.2,12.7,9.8,78.8,14,0,1.9,0.7,4.5,20,21475,72.3,15.2,12.5,0,6,48265,TX
48267,Texas,Kimble County,4432,2140,2292,23.7,74.3,0,0.5,0,0,3485,41095,2463,26982,5998,22.1,36.4,26,22.1,24.6,17.9,9.4,72.6,19.4,0,3.3,1.3,3.4,20.6,2027,69.8,18.5,11.5,0.1,6.4,48267,TX
48269,Texas,King County,289,150,139,26.6,73.4,0,0,0,0,184,56964,20503,29918,7391,3.5,6.8,38.2,8.1,15,36.4,2.3,89.6,1.7,0,3.5,1.2,4,12.4,173,72.8,20.2,6.9,0,6,48269,TX
48271,Texas,Kinney County,3631,2234,1397,61.8,38.1,0.1,0,0,0,2567,34926,7639,21395,2872,10.6,8.3,24.2,38.6,10.7,21.6,4.9,81.4,4.4,1.2,0.1,5.6,7.3,18.7,1351,56.6,35.7,7.7,0,8.1,48271,TX
48273,Texas,Kleberg County,31540,16290,15250,72.3,21,3.5,0.1,2,0,22956,41700,3197,19806,1248,23.7,27.4,31.1,20.7,20.3,16,11.8,76.1,12.9,0,6.8,2.3,1.8,17.6,13683,69.1,25.7,4.8,0.3,9.7,48273,TX
48275,Texas,Knox County,3753,1879,1874,33.4,59.4,6,0.1,0.2,0,2516,46319,5444,21046,1742,14.7,23.2,32.6,13.5,15.8,25.2,12.9,77.3,16.5,0,1.4,0.3,4.4,17.5,1504,70.5,20.5,8.4,0.7,5.1,48275,TX
48277,Texas,Lamar County,49401,23876,25525,7.5,75,12.3,0.3,0.9,0.3,36668,42198,2190,23625,1106,17.8,26.1,27.1,17.6,24.9,12.6,17.8,81.4,10,0.1,2.4,3,3.2,20.3,21134,79.4,13.6,6.8,0.2,5.6,48277,TX
48279,Texas,Lamb County,13368,6832,6536,55,39.8,3.6,0.3,0.5,0,8783,43712,2899,21760,1344,20.5,28.3,34.8,14.9,19.1,18.1,13.2,82.2,9,0.1,2,3.2,3.6,17.2,5671,74.6,18.2,7.1,0.2,3.6,48279,TX
48281,Texas,Lampasas County,20473,10144,10329,19.2,72.9,3,0.4,1.1,1,15176,54467,3818,26405,1316,12,14.9,32.4,20.4,20.3,15.4,11.5,76.5,14.8,0.2,2.7,3.1,2.7,27.4,8612,70.3,21.8,7.7,0.1,7.4,48281,TX
48283,Texas,La Salle County,7418,4347,3071,79.9,17.6,1.2,0,0.1,0,5387,44601,8414,26268,8675,8.2,8.7,29.6,14.8,19.3,22.4,14,88.5,6.4,0,1.6,0.2,3.2,19.5,2716,82.9,10.6,6.5,0,5.4,48283,TX
48285,Texas,Lavaca County,19859,9596,10263,18.1,74.3,6.6,0,0.4,0,14374,51708,2822,29946,1909,10.5,13.3,32.8,14.4,20.4,14.1,18.3,83.3,10.8,0.2,1.6,0.8,3.2,28,8843,74.7,15.3,9.9,0.1,2.9,48285,TX
48287,Texas,Lee County,16850,8476,8374,23.2,63.7,11,0,0.9,0,12040,55741,4948,26740,1964,13.8,19,26.5,22.6,23.1,13.1,14.7,76.8,13.9,0,1.6,1.1,6.6,25.7,7894,72.2,15.7,11.7,0.4,4.5,48287,TX
48289,Texas,Leon County,16966,8485,8481,14.2,76.5,7.2,0.6,0.7,0.2,12404,44875,4612,27096,3287,16.3,27,26.9,18.8,18.3,19.3,16.7,76.3,9.8,0,4.1,4.9,5,28.3,6574,68.6,16,15,0.4,7.1,48289,TX
48291,Texas,Liberty County,79884,39491,40393,21.9,65.8,10,0.3,0.6,0,55185,48344,3470,22153,988,16.2,21.5,24.7,14.9,22,18.1,20.3,88.9,6.5,0.3,1,1.2,2.2,36.9,28685,79.3,13.9,6.5,0.3,7.8,48291,TX
48293,Texas,Limestone County,23480,12071,11409,21.3,59.2,17.6,0.3,0.7,0,16469,40356,2445,21093,1333,20.7,33.5,27.3,22.1,19.8,12.4,18.4,83.1,10.9,0,1.3,1,3.6,21.3,8824,64.3,25.7,10,0,10.3,48293,TX
48295,Texas,Lipscomb County,3495,1880,1615,29.9,66,0.4,0.7,0.7,0,2216,59583,7827,29995,2575,10.5,13.5,31.6,10.5,17.7,19.2,21.1,85.3,8.4,0,3.4,0.4,2.5,20.2,1653,68.8,17.8,13.1,0.3,5.2,48295,TX
48297,Texas,Live Oak County,12043,6548,5495,38.8,57.6,2.4,0,0.6,0,8921,51480,4529,22847,2374,16.3,23.8,25.2,16.4,25.4,16.8,16.2,79.4,10.7,0,1.7,2.4,5.7,33.5,4301,71,15.8,12.2,1,3.8,48297,TX
48299,Texas,Llano County,20195,9848,10347,9.8,87.1,0.7,0.1,0.4,0,16826,50524,4101,35680,2754,12.5,19.9,31.3,21.1,25.3,14.2,8.1,72.1,15,0,2.6,1,9.4,24.4,7660,73.2,12.2,14.2,0.3,8.3,48299,TX
48301,Texas,Loving County,74,39,35,16.2,74.3,0,5.4,0,0,59,80938,32455,35530,10371,17.1,0,33.3,0,12.8,5.1,48.7,71.8,12.8,0,7.7,0,7.7,22.4,39,53.8,28.2,17.9,0,0,48301,TX
48303,Texas,Lubbock County,298042,147080,150962,34.5,54.5,6.9,0.4,2.1,0.1,216218,49078,1138,26196,499,18.8,21.4,35,19.9,25.3,9.9,9.8,81.2,12.3,0.9,1.9,1.2,2.5,17.3,145154,78.1,16.1,5.7,0.1,4.8,48303,TX
48305,Texas,Lynn County,5785,2957,2828,47.2,49.3,1.3,0.5,0.3,0,4001,44922,3955,26758,2557,18,26.9,31.1,14.3,24.7,19.8,10.1,76,18.4,0.1,2.8,0,2.7,19.1,2419,74.8,16.1,8.8,0.3,8.1,48305,TX
48307,Texas,McCulloch County,8145,4171,3974,31.6,62.2,2,0,0,0,6009,42367,7500,23398,2283,16.3,25.1,23.2,21,22.1,19.7,13.9,82.8,12.3,0.1,3,0.1,1.8,15.9,3658,68.5,17.7,13.2,0.6,3.2,48307,TX
48309,Texas,McLennan County,245720,119894,125826,25.6,56.7,14.2,0.2,1.5,0,170837,46262,1239,24273,645,19.3,26.1,32.8,18.5,24.8,10.8,13.2,82.4,10.7,0.4,1.7,1.2,3.6,19.4,112592,81,13.2,5.6,0.2,5.1,48309,TX
48311,Texas,McMullen County,600,321,279,50.5,48.7,0,0.8,0,0,406,71389,19963,33472,11546,7,0,30.7,14.9,27.7,11.4,15.3,78.2,2.2,0,6.1,7.3,6.1,21.6,202,63.9,19.8,16.3,0,26.3,48311,TX
48313,Texas,Madison County,13979,8649,5330,22.4,55.8,17.4,0.1,1.1,0.2,10426,44004,4196,17436,1473,15.4,18.5,28.6,23.2,19.7,14.9,13.6,76.3,12.6,0,7.3,0.6,3.3,23.4,4249,67.2,21.2,10.8,0.8,3.1,48313,TX
48315,Texas,Marion County,10140,5025,5115,3.9,70.9,23.7,0.3,0,0.2,8169,36938,3112,25933,3074,22.3,37.9,28.7,19.1,21.8,13,17.4,83.7,7.9,0,1.1,2,5.3,31.4,3635,73.3,16.4,10.1,0.2,10.7,48315,TX
48317,Texas,Martin County,5547,2856,2691,45.1,53.7,0.6,0.5,0,0.1,3585,71115,10287,28560,2865,7,7.8,29.3,13.6,19.8,24.9,12.4,81.6,10.9,0,3.4,0.8,3.3,17.9,2527,76.4,12,11.4,0.3,1.9,48317,TX
48319,Texas,Mason County,4122,2200,1922,24.3,71.9,0,0.3,2.5,0,2992,40949,3689,24519,2922,12.6,20.1,21,24.1,23.5,23.8,7.6,74.9,13.5,0,5.6,1.5,4.5,20.2,2173,74.8,7.5,17.3,0.4,2.8,48319,TX
48321,Texas,Matagorda County,36744,18249,18495,41.4,44.9,10.2,0.4,2,0.1,24931,44896,4175,23294,1398,20.6,33.8,23.9,18.9,21.8,18.2,17.3,82.5,11.1,0.9,2.2,1.1,2.1,21.7,16009,79.5,14.4,6,0.1,6.4,48321,TX
48323,Texas,Maverick County,57471,28522,28949,95.3,2.6,0.2,1.2,0.4,0.1,27831,37734,2701,16658,850,24.5,32.1,21.1,26.5,22.6,14,15.8,77,19.1,0.3,1.9,0.4,1.3,22,21113,74.8,20.6,4.4,0.2,12.9,48323,TX
48325,Texas,Medina County,48548,25073,23475,51.3,44.5,2.3,0.3,0.6,0,35763,59305,2261,25572,1305,12.7,17.4,31.1,18.9,22,15.4,12.6,80.7,13.4,0.3,1.9,0.7,3,31.5,20958,75.4,15.8,8.6,0.2,5.3,48325,TX
48327,Texas,Menard County,2123,1159,964,37.3,59,0.6,0.6,0,0,1650,37917,11237,23613,3104,9.8,11.9,30.9,16.9,13.5,29.3,9.5,69,25.4,0,1.9,0,3.7,29.3,1014,60.1,23.5,15.7,0.8,5.1,48327,TX
48329,Texas,Midland County,159883,80338,79545,43.2,47.3,5.9,0.4,1.8,0,103212,75815,3574,38545,1300,8.7,11.5,34.4,14.5,23.4,16.7,11,85.1,9.8,0.2,0.8,1.6,2.4,19.5,80471,82.9,9.7,7.3,0.2,3.5,48329,TX
48331,Texas,Milam County,24479,12194,12285,25.8,62.9,8.4,0.1,0.5,0,17688,41768,2688,22911,1288,16,25.5,28.9,17.8,20.5,18,14.8,80.8,13.3,0.3,0.6,0.3,4.7,27.2,9527,73.1,19.3,7.4,0.3,5.5,48331,TX
48333,Texas,Mills County,4887,2275,2612,18.3,81.3,0.2,0,0.1,0,3549,46318,7679,24858,3726,14.9,19.8,29.8,15.5,28.4,12,14.4,78.8,7.4,0,6.7,0.9,6.2,16.5,2055,71.3,18.4,10,0.2,2.9,48333,TX
48335,Texas,Mitchell County,8774,5417,3357,39.3,48.7,10.3,0.3,0.4,0,6669,52194,3002,19741,1868,7.9,9,32.3,19.2,19.9,14.6,14.1,78.4,17,0.3,0.8,0,3.4,20.2,2801,66.5,24.3,8.2,1,6.4,48335,TX
48337,Texas,Montague County,19406,9512,9894,10.7,86.3,0.2,0.3,0.1,0,14259,46592,4160,26278,1905,15.5,21.7,26,15.1,22.8,18.9,17.3,83,10.3,0.6,1.6,0.4,4,24.3,7938,81.5,11.3,6.8,0.5,6.6,48337,TX
48339,Texas,Montgomery County,535187,265034,270153,23,67.9,4.5,0.1,2.8,0.1,352796,74323,1461,38012,871,10.3,13.9,39.8,15.3,24,10.5,10.5,82.1,9.1,1.2,0.9,1.2,5.5,32.7,249640,81.1,10.7,8.1,0.1,4.9,48339,TX
48341,Texas,Moore County,22016,11466,10550,54.1,33.7,3.2,0.3,7.9,0,11352,52469,3568,21372,1142,16.9,26,22.1,14.9,15.8,16.5,30.7,75,20.6,0.4,2.3,1.1,0.6,16.9,10591,81.6,13.8,4.4,0.3,4.1,48341,TX
48343,Texas,Morris County,12530,6022,6508,9.2,65.1,23.6,0.4,0.1,0.1,9333,40227,4275,22803,2179,15.7,20.9,25.4,21.7,18.1,7.6,27.2,87.1,6.1,0.3,0.7,1.8,4,23.8,5044,75.7,17.6,6.6,0.1,9.9,48343,TX
48345,Texas,Motley County,1114,575,539,16.3,76.5,3.5,0,0,0,846,40598,7989,25908,3973,12.2,11.3,35.9,16,12.5,22.4,13.3,82.8,6.3,0.8,3.9,0,6.1,16.4,513,64.5,17.7,17.7,0,8.1,48345,TX
48347,Texas,Nacogdoches County,65411,31297,34114,18.9,59.9,17.2,0.3,1.6,0,46030,41482,2289,22589,1150,24.9,32.2,32.1,17.8,23.4,12.5,14.2,79.5,12.5,0.1,3.7,1.3,2.8,20.4,28199,73.4,19.2,7.2,0.2,8.6,48347,TX
48349,Texas,Navarro County,48239,23726,24513,26.2,57.3,13.1,0.3,0.6,1,31446,45103,2407,22152,1046,18.8,29.8,27.8,20.3,20.3,12.8,18.7,80.8,12.7,0.4,1,0.9,4.3,25.3,20325,75.5,15.8,8.5,0.2,9.4,48349,TX
48351,Texas,Newton County,14187,7436,6751,3.5,73.6,21.3,0.2,0.1,0,11144,40180,5490,20800,1616,15.7,19.3,21.6,18.4,23,16.6,20.4,79.4,14.6,0.5,0.3,3,2.1,37.3,4971,76.9,19.2,3.8,0,11.6,48351,TX
48353,Texas,Nolan County,14990,7629,7361,36.4,57,4.9,0.4,0.3,0,10812,42019,2694,23686,1769,16.8,25,27.9,20.1,16.9,14.4,20.8,79.7,13.7,0,2.6,2.5,1.5,15.5,6316,74.3,18.5,7.1,0.1,7.1,48353,TX
48355,Texas,Nueces County,358484,176836,181648,63,30.3,3.6,0.2,1.9,0.1,252113,53317,981,26780,491,16.7,23.8,29.4,21.3,24.5,13,11.8,83,10.2,1.3,1.7,1.5,2.3,19.6,165116,77.8,15.3,6.8,0.2,5.9,48355,TX
48357,Texas,Ochiltree County,10484,5353,5131,53,44.5,0.2,0.7,0.2,0,5698,50120,4332,24157,2387,13,14.7,22.9,17.1,19.9,25.7,14.4,76.1,19.1,0,2,1.8,1.1,18.5,4679,79.1,12.8,7.8,0.3,7.6,48357,TX
48359,Texas,Oldham County,2083,1208,875,15.5,75.8,5.6,0,0.1,0,1289,62426,7152,25461,7333,11.1,14.6,35.3,15.6,23.6,11.9,13.7,73.2,11.4,0,10.1,0.8,4.4,19,776,82.5,11.9,5.2,0.5,3.8,48359,TX
48361,Texas,Orange County,83909,41505,42404,7.1,81.4,8.3,0.3,1.1,0,61569,53667,2201,27938,1206,14.2,18.7,29.4,15.7,23.3,14,17.5,86.6,8.4,0.2,1.7,1.4,1.7,23.9,36743,81.9,13.2,4.7,0.1,6,48361,TX
48363,Texas,Palo Pinto County,28109,13904,14205,19.7,75.4,2.4,0.6,0.6,0.1,20418,45067,2933,24840,1490,18.3,28.3,24.3,20,22,14.1,19.5,81.7,8,0.5,2.1,3.2,4.5,23.5,11724,78.6,11.4,9.9,0.1,7.9,48363,TX
48365,Texas,Panola County,23574,11635,11939,8.6,73.4,16.3,0.1,0.6,0,17245,49704,2693,26205,2154,15.3,22.3,24,16.7,24.9,18.2,16.2,89.2,6,0.5,1.8,0.8,1.7,25.9,9855,80.8,11.2,8,0,3.8,48365,TX
48367,Texas,Parker County,125963,62545,63418,11.5,84.4,1.3,0.5,0.5,0,91539,70608,2107,33367,1047,9.2,12.7,38.3,14,24.3,12.1,11.3,82.8,9.5,0.2,1,1.5,5.1,31.7,58626,76.6,14.6,8.5,0.3,5.5,48367,TX
48369,Texas,Parmer County,9871,5065,4806,62.4,35.1,1.6,0.1,0.2,0,5688,50410,4309,21876,1537,17.3,27.6,26.2,13,17.2,16.7,26.9,76.7,13.2,0.9,1.7,4.7,2.9,14.2,4411,75.9,14.2,9.6,0.3,2.8,48369,TX
48371,Texas,Pecos County,15804,9058,6746,68.5,25.9,4.1,0.6,0.4,0.1,10542,50543,6324,19088,1217,11.5,11.5,21.3,22.3,18.5,20,17.9,79.2,14.3,0.6,1.6,1.1,3.1,19.2,6103,68.3,22.6,8.1,1,3.7,48371,TX
48373,Texas,Polk County,46974,25288,21686,14.8,70.9,10.4,1.5,0.6,0.1,35008,43267,2722,23023,985,18.7,32,22.8,22.8,23.7,17.9,12.8,77.7,12.4,0.9,1.6,3.5,4,29.1,17988,72.6,18.4,8.7,0.3,8.5,48373,TX
48375,Texas,Potter County,121230,62467,58763,37.6,45.2,9.3,0.3,5.2,0.1,75898,41852,1195,21941,858,21.7,29.1,24.2,22.9,22.7,12.3,17.8,79.3,14.7,0.9,1.7,1.1,2.3,17.8,52859,82.7,11.8,5.5,0,4.2,48375,TX
48377,Texas,Presidio County,7191,3558,3633,81.4,13.6,0,0,5,0,3408,26486,8419,15329,1476,26.3,31.9,28,26.1,18,22.8,5.1,53.9,18.7,1.2,17.5,2.2,6.5,18.3,2426,55.9,30.3,13.1,0.6,9.8,48377,TX
48379,Texas,Rains County,11246,5722,5524,8.7,85.8,1.5,1,0.1,0,8630,48308,4901,23976,1572,13.1,17.6,27,16.7,23.1,16.9,16.4,80.7,11.8,0,2.1,1.8,3.5,34.9,4601,74,11.7,14.3,0,5.7,48379,TX
48381,Texas,Randall County,130552,64149,66403,20.2,73.4,2.8,0.4,1.5,0.1,95349,65564,1884,32922,753,9.6,11.6,37.3,17.4,26.2,8.9,10.2,84.7,9.7,0.3,1.3,1,3,19.1,68640,75.3,16.3,8.3,0.1,3.7,48381,TX
48383,Texas,Reagan County,3735,1986,1749,70.1,28.9,0.7,0,0,0,2166,59760,22731,25273,2662,18,30.5,19.7,9,25.9,25.8,19.6,80.4,14.6,0,1.3,1.2,2.5,16.6,1752,74.3,16.8,9,0,3.9,48383,TX
48385,Texas,Real County,3358,1553,1805,19.8,80,0.2,0,0,0,2579,36493,6844,20873,2757,20.2,33.6,28.9,23.6,29.7,13.6,4.3,62.6,13.9,0,7.1,5,11.4,16.3,1281,73.4,10.7,15.9,0,6.1,48385,TX
48387,Texas,Red River County,12353,5803,6550,7.3,73.1,17.6,0.2,0,0,9753,35356,2876,21177,1417,16.5,18.5,26.5,18.7,20.1,14.5,20.3,83,8.2,0,2.8,1.8,4.2,30.7,4770,71,19.2,9.8,0,9,48387,TX
48389,Texas,Reeves County,14791,8938,5853,75,18.2,4.5,0.4,1.1,0,8930,49390,6945,18992,1651,13.2,16.1,22.5,21,20.1,15.9,20.5,84.9,8.9,0,1.9,1.3,2.9,16.8,5140,70.3,25.9,3.8,0,8,48389,TX
48391,Texas,Refugio County,7293,3617,3676,49.7,42.3,5,0.1,0.1,0,5487,50338,6218,23959,1587,16.6,28.2,24.1,25.7,16.3,17.4,16.4,82.9,12.5,0,2.3,0.3,2.1,22.7,2961,74.8,14.8,10.4,0,7.9,48391,TX
48393,Texas,Roberts County,889,404,485,7.4,90.6,0,0,0.4,0,625,79167,8098,34555,5327,3.3,7.3,46.2,15.2,14.2,9.3,15.2,77.7,13.7,0,2.3,0,6.3,22.2,409,58.2,24,17.8,0,2.4,48393,TX
48395,Texas,Robertson County,16727,8291,8436,20.2,57.9,19.7,0.2,0.3,0.1,11889,52189,5130,23337,1593,15.2,21.2,30.1,16.1,21.2,16,16.6,80.2,12.6,0,2.5,1.2,3.5,24.4,7180,72.1,19.8,8,0.1,7.7,48395,TX
48397,Texas,Rockwall County,90414,44463,45951,17.1,72.3,6,0.2,2.4,0,61266,93269,3672,38933,1286,5.8,7.5,47.5,13.2,24.1,7.3,8,81.6,9.6,0.8,0.5,1.7,5.9,33.4,44335,79.9,14.5,5.5,0.1,4.9,48397,TX
48399,Texas,Runnels County,10266,5050,5216,33.8,62.3,1.3,0.4,1.1,0,7659,41226,3957,22190,1490,16.3,20.2,31.1,15.2,21.8,17.9,14,82.9,11,0,2.6,0.6,2.8,21.9,4184,68.5,21.5,9.6,0.5,3.2,48399,TX
48401,Texas,Rusk County,53026,27810,25216,16.1,64.7,17,0.2,0.5,0,38227,49270,2855,23521,951,15.8,23.1,26.7,18.2,20.7,15.9,18.5,86.7,8.5,0,0.9,0.6,3.3,24.3,20340,79.8,13.1,6.8,0.3,5.7,48401,TX
48403,Texas,Sabine County,10429,5232,5197,4,86.1,7.6,0,0.1,0,8477,33561,2735,20876,1771,20,36.2,18.7,19.2,29.8,14.9,17.3,86.9,4.8,0.3,3.5,0.5,4.1,22.2,3379,75.2,13.9,8.6,2.3,7.1,48403,TX
48405,Texas,San Augustine County,8403,4154,4249,6.9,68.8,20.8,1.5,0,0,6517,32394,6068,21066,2875,24.4,37.4,28.1,15,23.3,12.2,21.3,83.9,11.1,0,0.9,1.2,3,26.7,2493,81.3,9.3,9.4,0,13.4,48405,TX
48407,Texas,San Jacinto County,27436,13563,13873,12.5,74.9,10.7,0.5,0,0,20605,43421,5938,22308,1550,17.2,22,22,17.4,23.8,22.4,14.4,80.1,13.3,0,1.1,2.9,2.6,41.3,10221,77.3,15,7.6,0.1,6.5,48407,TX
48409,Texas,San Patricio County,66867,33592,33275,56.8,39.4,1.5,0.2,1,0,46088,53332,2067,24613,860,15.2,22,26,20,21.8,18.2,14,84.3,9.5,0.2,1.5,1.3,3.2,23.6,28869,77.9,17.1,4.9,0.2,4.9,48409,TX
48411,Texas,San Saba County,5851,2949,2902,29.7,65.3,2.8,0,0,0,4169,40301,4626,22481,2996,17.4,33.3,29,16.8,14.8,24.5,14.9,69.3,22.5,0,2.2,1.9,4.1,25.8,2475,70.1,16.4,13.1,0.4,3.2,48411,TX
48413,Texas,Schleicher County,3122,1572,1550,51.8,47.7,0.3,0,0.1,0,1961,63432,8717,28112,4832,10.2,9.9,29.2,16.5,16.3,21.2,16.7,78.6,15.2,0.7,0,1,4.5,29,1475,67.2,26.8,6,0,6.3,48413,TX
48415,Texas,Scurry County,17346,9446,7900,39.7,53.6,4.5,0.1,0.2,0,12385,54565,5212,24140,1725,12.8,17.2,23.7,17.4,23.3,20.7,15,82.2,12.8,0.3,1,2,1.6,16.6,6772,77,13.1,9.8,0.2,4.6,48415,TX
48417,Texas,Shackelford County,3348,1677,1671,11.7,85.6,0.2,0.3,0.2,0,2505,46685,7316,24296,2570,17.7,20.6,33.4,17.7,26,14.7,8.2,82.3,11.5,0,1.5,4.1,0.5,20.7,1508,72.3,17.5,9.9,0.3,7,48417,TX
48419,Texas,Shelby County,25689,12740,12949,17.8,62.1,18.8,0.2,0.5,0.1,17069,38121,2400,20686,1236,23.1,37,26.8,15.9,17.8,21.8,17.6,76.6,17.6,0.5,1.7,0.9,2.8,26.3,9432,74.9,15.7,9.1,0.3,7.4,48419,TX
48421,Texas,Sherman County,3067,1590,1477,43.3,55.8,0.3,0.2,0,0,1967,54961,4119,25358,2477,14.8,24.6,29.2,8.2,19.3,19.4,23.9,76.7,14.7,0.4,4.5,1.3,2.4,20.1,1604,74.4,13.5,12.1,0,1.5,48421,TX
48423,Texas,Smith County,222277,107355,114922,19,60.3,17.4,0.3,1.6,0.1,155626,50742,1276,26270,684,16.3,22.1,33,19.2,23,10.7,14.1,83.7,9.5,0.2,1,2.2,3.4,23.8,98488,81.8,12,6,0.2,6.5,48423,TX
48425,Texas,Somervell County,8650,4155,4495,19.1,78.7,0.6,0.3,0,0.6,6383,52346,8689,27095,2855,21.5,34.4,34.8,14.4,22.2,16.5,12.1,78.9,17,0.3,1.2,1.2,1.4,28.3,3671,81.3,11.9,6.1,0.7,2.8,48425,TX
48427,Texas,Starr County,63420,30815,32605,99.2,0.6,0,0,0.1,0,29308,27133,1554,13167,854,35,45.7,22.3,30.5,17.6,17.9,11.8,69,20.2,0.4,4.5,0.8,5.2,23.1,21423,67.9,22.5,8.3,1.2,15,48427,TX
48429,Texas,Stephens County,9365,4826,4539,23.2,72.1,2.2,0.6,0.5,0,6896,45862,3667,23044,1813,21.3,32.7,25.1,18.6,20.3,17.6,18.5,82.5,10.2,0.5,1.5,3,2.3,19.5,3730,72.8,14.6,12.5,0,4.7,48429,TX
